Drug,MW_Da,LogP,Half_Life_Days,Docking_Affinity_kcal,_source,_doi,_fetched_at
Donepezil,379.5,4.36,2.92,-7.194,ChEMBL,CHEMBL502,2026-05-09T18:12:55.766309
