name,smiles,pKa_acid,pKa_base,amphoteric,_method,logP,MlogP,logD,pH_logD,logSw,Sw_mg_mL,Si_intrinsic_mg_mL,S_pH_mg_mL,pH_used,FaSSGF_mg_mL,FaSSIF_mg_mL,FeSSIF_mg_mL,supersaturation_ratio,Tm_estimated_C,_imputed,Peff_cm_s,MDCK_Papp_cm_s,BBB_Filter,LogBB,BBB_predicted_pct,Perm_Cornea_cm_s,Perm_Skin_cm_s,Pgp_Substrate,Pgp_Inhibitor,Pgp_Escape_Score,OATP1B1_Inh,BCRP_Substrate,fu_human_pct,fu_rat_pct,Vd_human_L,Vd_L_kg,RBP_human,RBP_rat,fumic_human,ADMET_Score,ADMET_Grade,_timestamp
Donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,10.57,False,Lobell2003+OieTozer1979+Austin2002+Hinderling1997,4.361,4.043,0.591,6.8,-4.829,0.0051,0.0051,30.0361,6.8,0.0027,0.0128,0.0255,9.47,121.805,"['fu:Lobell_heuristic', 'Vd:OieTozer_heuristic']",0.00089761,0.00083291,FAIL,0.228,84.52,68.5598723,3.03e-06,False,True,1,False,False,50.0,45.0,266.1,3.801,1.25,1.188,0.3886,60,B,2026-05-09T18:20:38.874947
