Drug,Hour,Organ,Conc_umol_L,Kp
Donepezil,16.884,kidney,38.66173873,55.5137
Donepezil,16.884,muscle,19.4556179,20.3376
Donepezil,16.884,fat,32.36585764,171080.2988
Donepezil,16.884,brain,837.76267287,3081.7684
Donepezil,16.884,gut,345.50254834,413.6185
Donepezil,17.126,blood,0.8621256,1.0
Donepezil,17.126,lung,105.83554254,151.5305
Donepezil,17.126,liver,863.55665037,1129.0157
Donepezil,17.126,kidney,38.46894466,55.5137
Donepezil,17.126,muscle,19.35376734,20.3376
Donepezil,17.126,fat,32.5452269,171080.2988
Donepezil,17.126,brain,840.96209798,3081.7684
Donepezil,17.126,gut,342.07944789,413.6185
Donepezil,17.367,blood,0.85798476,1.0
Donepezil,17.367,lung,105.30138367,151.5305
Donepezil,17.367,liver,862.67284213,1129.0157
Donepezil,17.367,kidney,38.28078194,55.5137
Donepezil,17.367,muscle,19.25255287,20.3376
Donepezil,17.367,fat,32.72372616,171080.2988
Donepezil,17.367,brain,844.1280473,3081.7684
Donepezil,17.367,gut,338.77346326,413.6185
Donepezil,17.608,blood,0.85394038,1.0
Donepezil,17.608,lung,104.78016205,151.5305
Donepezil,17.608,liver,861.76039353,1129.0157
Donepezil,17.608,kidney,38.09706802,55.5137
Donepezil,17.608,muscle,19.15199266,20.3376
Donepezil,17.608,fat,32.90137579,171080.2988
Donepezil,17.608,brain,847.26120297,3081.7684
Donepezil,17.608,gut,335.57972953,413.6185
Donepezil,17.849,blood,0.84999171,1.0
Donepezil,17.849,lung,104.27137708,151.5305
Donepezil,17.849,liver,860.8204663,1129.0157
Donepezil,17.849,kidney,37.91762914,55.5137
Donepezil,17.849,muscle,19.05210339,20.3376
Donepezil,17.849,fat,33.07819544,171080.2988
Donepezil,17.849,brain,850.36222297,3081.7684
Donepezil,17.849,gut,332.49359128,413.6185
Donepezil,18.09,blood,0.84613001,1.0
Donepezil,18.09,lung,103.77456676,151.5305
Donepezil,18.09,liver,859.85418076,1129.0157
Donepezil,18.09,kidney,37.74231497,55.5137
Donepezil,18.09,muscle,18.95290046,20.3376
Donepezil,18.09,fat,33.25420406,171080.2988
Donepezil,18.09,brain,853.43174401,3081.7684
Donepezil,18.09,gut,329.51059964,413.6185
Donepezil,18.332,blood,0.84235689,1.0
Donepezil,18.332,lung,103.28926907,151.5305
Donepezil,18.332,liver,858.86261078,1129.0157
Donepezil,18.332,kidney,37.5709619,55.5137
Donepezil,18.332,muscle,18.85439779,20.3376
Donepezil,18.332,fat,33.42941983,171080.2988
Donepezil,18.332,brain,856.47037803,3081.7684
Donepezil,18.332,gut,326.62648913,413.6185
Donepezil,18.573,blood,0.83866237,1.0
Donepezil,18.573,lung,102.81506579,151.5305
Donepezil,18.573,liver,857.84679381,1129.0157
Donepezil,18.573,kidney,37.40343625,55.5137
Donepezil,18.573,muscle,18.75660819,20.3376
Donepezil,18.573,fat,33.60386035,171080.2988
Donepezil,18.573,brain,859.47871855,3081.7684
Donepezil,18.573,gut,323.83718691,413.6185
Donepezil,18.814,blood,0.83505186,1.0
Donepezil,18.814,lung,102.35152619,151.5305
Donepezil,18.814,liver,856.80772245,1129.0157
Donepezil,18.814,kidney,37.23958034,55.5137
Donepezil,18.814,muscle,18.65954309,20.3376
Donepezil,18.814,fat,33.77754243,171080.2988
Donepezil,18.814,brain,862.45733486,3081.7684
Donepezil,18.814,gut,321.13878331,413.6185
Donepezil,19.055,blood,0.83151726,1.0
Donepezil,19.055,lung,101.89826539,151.5305
Donepezil,19.055,liver,855.74635689,1129.0157
Donepezil,19.055,kidney,37.07926965,55.5137
Donepezil,19.055,muscle,18.56321296,20.3376
Donepezil,19.055,fat,33.9504824,171080.2988
Donepezil,19.055,brain,865.4067801,3081.7684
Donepezil,19.055,gut,318.52754738,413.6185
Donepezil,19.296,blood,0.82805426,1.0
Donepezil,19.296,lung,101.45490784,151.5305
Donepezil,19.296,liver,854.66361995,1129.0157
Donepezil,19.296,kidney,36.92237796,55.5137
Donepezil,19.296,muscle,18.46762715,20.3376
Donepezil,19.296,fat,34.12269596,171080.2988
Donepezil,19.296,brain,868.32758774,3081.7684
Donepezil,19.296,gut,315.99990573,413.6185
Donepezil,19.538,blood,0.82466629,1.0
Donepezil,19.538,lung,101.02107864,151.5305
Donepezil,19.538,liver,853.5603971,1129.0157
Donepezil,19.538,kidney,36.76876951,55.5137
Donepezil,19.538,muscle,18.37279389,20.3376
Donepezil,19.538,fat,34.29419817,171080.2988
Donepezil,19.538,brain,871.22027138,3081.7684
Donepezil,19.538,gut,313.55243255,413.6185
Donepezil,19.779,blood,0.82134368,1.0
Donepezil,19.779,lung,100.59644527,151.5305
Donepezil,19.779,liver,852.43754564,1129.0157
Donepezil,19.779,kidney,36.61833989,55.5137
Donepezil,19.779,muscle,18.27872064,20.3376
Donepezil,19.779,fat,34.46500367,171080.2988
Donepezil,19.779,brain,874.08533066,3081.7684
Donepezil,19.779,gut,311.18185949,413.6185
Donepezil,20.02,blood,0.81809195,1.0
Donepezil,20.02,lung,100.18065902,151.5305
Donepezil,20.02,liver,851.29588547,1129.0157
Donepezil,20.02,kidney,36.47095975,55.5137
Donepezil,20.02,muscle,18.18541373,20.3376
Donepezil,20.02,fat,34.63512644,171080.2988
Donepezil,20.02,brain,876.92324499,3081.7684
Donepezil,20.02,gut,308.88504673,413.6185
Donepezil,20.261,blood,0.81490013,1.0
Donepezil,20.261,lung,99.7734191,151.5305
Donepezil,20.261,liver,850.13621224,1129.0157
Donepezil,20.261,kidney,36.32653739,55.5137
Donepezil,20.261,muscle,18.09287886,20.3376
Donepezil,20.261,fat,34.80458013,171080.2988
Donepezil,20.261,brain,879.73448204,3081.7684
Donepezil,20.261,gut,306.65900219,413.6185
Donepezil,20.503,blood,0.81177335,1.0
Donepezil,20.503,lung,99.37440536,151.5305
Donepezil,20.503,liver,848.95928632,1129.0157
Donepezil,20.503,kidney,36.18495389,55.5137
Donepezil,20.503,muscle,18.00112072,20.3376
Donepezil,20.503,fat,34.97337774,171080.2988
Donepezil,20.503,brain,882.5194903,3081.7684
Donepezil,20.503,gut,304.50084969,413.6185
Donepezil,20.744,blood,0.80870438,1.0
Donepezil,20.744,lung,98.98333587,151.5305
Donepezil,20.744,liver,847.76584472,1129.0157
Donepezil,20.744,kidney,36.0461194,55.5137
Donepezil,20.744,muscle,17.91014337,20.3376
Donepezil,20.744,fat,35.14153193,171080.2988
Donepezil,20.744,brain,885.27870681,3081.7684
Donepezil,20.744,gut,302.40784602,413.6185
Donepezil,20.985,blood,0.80569363,1.0
Donepezil,20.985,lung,98.5999254,151.5305
Donepezil,20.985,liver,846.55659464,1129.0157
Donepezil,20.985,kidney,35.90993317,55.5137
Donepezil,20.985,muscle,17.81995007,20.3376
Donepezil,20.985,fat,35.30905488,171080.2988
Donepezil,20.985,brain,888.01255274,3081.7684
Donepezil,20.985,gut,300.3773597,413.6185
Donepezil,21.226,blood,0.80273964,1.0
Donepezil,21.226,lung,98.22390434,151.5305
Donepezil,21.226,liver,845.33221815,1129.0157
Donepezil,21.226,kidney,35.77630232,55.5137
Donepezil,21.226,muscle,17.73054341,20.3376
Donepezil,21.226,fat,35.47595834,171080.2988
Donepezil,21.226,brain,890.72143633,3081.7684
Donepezil,21.226,gut,298.40687339,413.6185
Donepezil,21.467,blood,0.79983654,1.0
Donepezil,21.467,lung,97.85502344,151.5305
Donepezil,21.467,liver,844.09337418,1129.0157
Donepezil,21.467,kidney,35.64514665,55.5137
Donepezil,21.467,muscle,17.64192538,20.3376
Donepezil,21.467,fat,35.64225369,171080.2988
Donepezil,21.467,brain,893.40575407,3081.7684
Donepezil,21.467,gut,296.49398111,413.6185
Donepezil,21.709,blood,0.79698941,1.0
Donepezil,21.709,lung,97.49302176,151.5305
Donepezil,21.709,liver,842.84069371,1129.0157
Donepezil,21.709,kidney,35.51636801,55.5137
Donepezil,21.709,muscle,17.55409725,20.3376
Donepezil,21.709,fat,35.80795185,171080.2988
Donepezil,21.709,brain,896.06588739,3081.7684
Donepezil,21.709,gut,294.63637121,413.6185
Donepezil,21.95,blood,0.79418883,1.0
Donepezil,21.95,lung,97.13767833,151.5305
Donepezil,21.95,liver,841.57479029,1129.0157
Donepezil,21.95,kidney,35.3899006,55.5137
Donepezil,21.95,muscle,17.46705987,20.3376
Donepezil,21.95,fat,35.97306348,171080.2988
Donepezil,21.95,brain,898.70220948,3081.7684
Donepezil,21.95,gut,292.83184224,413.6185
Donepezil,22.191,blood,0.7914382,1.0
Donepezil,22.191,lung,96.78875584,151.5305
Donepezil,22.191,liver,840.29625065,1129.0157
Donepezil,22.191,kidney,35.26565665,55.5137
Donepezil,22.191,muscle,17.38081341,20.3376
Donepezil,22.191,fat,36.13759879,171080.2988
Donepezil,22.191,brain,901.31507899,3081.7684
Donepezil,22.191,gut,291.0782769,413.6185
Donepezil,22.432,blood,0.78873365,1.0
Donepezil,22.432,lung,96.44604127,151.5305
Donepezil,22.432,liver,839.00564318,1129.0157
Donepezil,22.432,kidney,35.14356611,55.5137
Donepezil,22.432,muscle,17.29535761,20.3376
Donepezil,22.432,fat,36.30156769,171080.2988
Donepezil,22.432,brain,903.90484544,3081.7684
Donepezil,22.432,gut,289.3736539,413.6185
Donepezil,22.673,blood,0.78607539,1.0
Donepezil,22.673,lung,96.10932226,151.5305
Donepezil,22.673,liver,837.70351443,1129.0157
Donepezil,22.673,kidney,35.02355401,55.5137
Donepezil,22.673,muscle,17.21069168,20.3376
Donepezil,22.673,fat,36.46497975,171080.2988
Donepezil,22.673,brain,906.47184687,3081.7684
Donepezil,22.673,gut,287.71603508,413.6185
Donepezil,22.915,blood,0.78346358,1.0
Donepezil,22.915,lung,95.77839515,151.5305
Donepezil,22.915,liver,836.39039145,1129.0157
Donepezil,22.915,kidney,34.90554844,55.5137
Donepezil,22.915,muscle,17.1268144,20.3376
Donepezil,22.915,fat,36.6278442,171080.2988
Donepezil,22.915,brain,909.01641127,3081.7684
Donepezil,22.915,gut,286.10356484,413.6185
Donepezil,23.156,blood,0.78088814,1.0
Donepezil,23.156,lung,95.45308549,151.5305
Donepezil,23.156,liver,835.06678645,1129.0157
Donepezil,23.156,kidney,34.78950075,55.5137
Donepezil,23.156,muscle,17.04372422,20.3376
Donepezil,23.156,fat,36.79017008,171080.2988
Donepezil,23.156,brain,911.5388595,3081.7684
Donepezil,23.156,gut,284.53447479,413.6185
Donepezil,23.397,blood,0.77835847,1.0
Donepezil,23.397,lung,95.1331869,151.5305
Donepezil,23.397,liver,833.73318629,1129.0157
Donepezil,23.397,kidney,34.67532639,55.5137
Donepezil,23.397,muscle,16.96141897,20.3376
Donepezil,23.397,fat,36.95196597,171080.2988
Donepezil,23.397,brain,914.03949829,3081.7684
Donepezil,23.397,gut,283.00705656,413.6185
Donepezil,23.638,blood,0.77586597,1.0
Donepezil,23.638,lung,94.81853734,151.5305
Donepezil,23.638,liver,832.39006728,1129.0157
Donepezil,23.638,kidney,34.56297917,55.5137
Donepezil,23.638,muscle,16.87989635,20.3376
Donepezil,23.638,fat,37.11324031,171080.2988
Donepezil,23.638,brain,916.51862991,3081.7684
Donepezil,23.638,gut,281.51968844,413.6185
Donepezil,23.879,blood,0.77341305,1.0
Donepezil,23.879,lung,94.5089595,151.5305
Donepezil,23.879,liver,831.03788498,1129.0157
Donepezil,23.879,kidney,34.45239361,55.5137
Donepezil,23.879,muscle,16.79915353,20.3376
Donepezil,23.879,fat,37.27400119,171080.2988
Donepezil,23.879,brain,918.97654533,3081.7684
Donepezil,23.879,gut,280.07080906,413.6185
Donepezil,24.121,blood,0.77099804,1.0
Donepezil,24.121,lung,94.20429127,151.5305
Donepezil,24.121,liver,829.67708046,1129.0157
Donepezil,24.121,kidney,34.34351467,55.5137
Donepezil,24.121,muscle,16.71918745,20.3376
Donepezil,24.121,fat,37.43425649,171080.2988
Donepezil,24.121,brain,921.41352829,3081.7684
Donepezil,24.121,gut,278.65892647,413.6185
Donepezil,24.362,blood,0.76861786,1.0
Donepezil,24.362,lung,93.90438017,151.5305
Donepezil,24.362,liver,828.30807996,1129.0157
Donepezil,24.362,kidney,34.23629254,55.5137
Donepezil,24.362,muscle,16.63999473,20.3376
Donepezil,24.362,fat,37.59401384,171080.2988
Donepezil,24.362,brain,923.82985495,3081.7684
Donepezil,24.362,gut,277.28261316,413.6185
Donepezil,24.603,blood,0.76627584,1.0
Donepezil,24.603,lung,93.60906681,151.5305
Donepezil,24.603,liver,826.93129249,1129.0157
Donepezil,24.603,kidney,34.13066683,55.5137
Donepezil,24.603,muscle,16.56157165,20.3376
Donepezil,24.603,fat,37.75328059,171080.2988
Donepezil,24.603,brain,926.22579227,3081.7684
Donepezil,24.603,gut,275.940497,413.6185
Donepezil,24.844,blood,0.76396186,1.0
Donepezil,24.844,lung,93.31822547,151.5305
Donepezil,24.844,liver,825.54711791,1129.0157
Donepezil,24.844,kidney,34.02660599,55.5137
Donepezil,24.844,muscle,16.48391436,20.3376
Donepezil,24.844,fat,37.91206396,171080.2988
Donepezil,24.844,brain,928.6016032,3081.7684
Donepezil,24.844,gut,274.63127455,413.6185
Donepezil,25.085,blood,0.76168688,1.0
Donepezil,25.085,lung,93.03169308,151.5305
Donepezil,25.085,liver,824.15593444,1129.0157
Donepezil,25.085,kidney,33.92403871,55.5137
Donepezil,25.085,muscle,16.40701852,20.3376
Donepezil,25.085,fat,38.0703708,171080.2988
Donepezil,25.085,brain,930.95753846,3081.7684
Donepezil,25.085,gut,273.35368092,413.6185
Donepezil,25.327,blood,0.75943865,1.0
Donepezil,25.327,lung,92.74935962,151.5305
Donepezil,25.327,liver,822.75811589,1129.0157
Donepezil,25.327,kidney,33.82294164,55.5137
Donepezil,25.327,muscle,16.33087986,20.3376
Donepezil,25.327,fat,38.22820794,171080.2988
Donepezil,25.327,brain,933.2938477,3081.7684
Donepezil,25.327,gut,272.10652278,413.6185
Donepezil,25.568,blood,0.75722569,1.0
Donepezil,25.568,lung,92.47107792,151.5305
Donepezil,25.568,liver,821.35401555,1129.0157
Donepezil,25.568,kidney,33.72325212,55.5137
Donepezil,25.568,muscle,16.25549362,20.3376
Donepezil,25.568,fat,38.3855818,171080.2988
Donepezil,25.568,brain,935.61076895,3081.7684
Donepezil,25.568,gut,270.88864092,413.6185
Donepezil,25.809,blood,0.75504032,1.0
Donepezil,25.809,lung,92.19673904,151.5305
Donepezil,25.809,liver,819.94398065,1129.0157
Donepezil,25.809,kidney,33.6249414,55.5137
Donepezil,25.809,muscle,16.18085503,20.3376
Donepezil,25.809,fat,38.5424988,171080.2988
Donepezil,25.809,brain,937.90853795,3081.7684
Donepezil,25.809,gut,269.69893758,413.6185
Donepezil,26.05,blood,0.75288419,1.0
Donepezil,26.05,lung,91.92621982,151.5305
Donepezil,26.05,liver,818.52834312,1129.0157
Donepezil,26.05,kidney,33.52796395,55.5137
Donepezil,26.05,muscle,16.10695907,20.3376
Donepezil,26.05,fat,38.69896505,171080.2988
Donepezil,26.05,brain,940.18738211,3081.7684
Donepezil,26.05,gut,268.53635398,413.6185
Donepezil,26.291,blood,0.75075815,1.0
Donepezil,26.291,lung,91.6594034,151.5305
Donepezil,26.291,liver,817.10742392,1129.0157
Donepezil,26.291,kidney,33.43227742,55.5137
Donepezil,26.291,muscle,16.0338005,20.3376
Donepezil,26.291,fat,38.8549865,171080.2988
Donepezil,26.291,brain,942.44752321,3081.7684
Donepezil,26.291,gut,267.39987635,413.6185
Donepezil,26.533,blood,0.7486577,1.0
Donepezil,26.533,lung,91.39618844,151.5305
Donepezil,26.533,liver,815.68153515,1129.0157
Donepezil,26.533,kidney,33.33785174,55.5137
Donepezil,26.533,muscle,15.96137403,20.3376
Donepezil,26.533,fat,39.01056899,171080.2988
Donepezil,26.533,brain,944.68917881,3081.7684
Donepezil,26.533,gut,266.28853776,413.6185
Donepezil,26.774,blood,0.74658622,1.0
Donepezil,26.774,lung,91.13646165,151.5305
Donepezil,26.774,liver,814.25097546,1129.0157
Donepezil,26.774,kidney,33.24464261,55.5137
Donepezil,26.774,muscle,15.88967412,20.3376
Donepezil,26.774,fat,39.16571812,171080.2988
Donepezil,26.774,brain,946.91255908,3081.7684
Donepezil,26.774,gut,265.20140554,413.6185
Donepezil,27.015,blood,0.74453766,1.0
Donepezil,27.015,lung,90.8801332,151.5305
Donepezil,27.015,liver,812.81603695,1129.0157
Donepezil,27.015,kidney,33.15262596,55.5137
Donepezil,27.015,muscle,15.81869521,20.3376
Donepezil,27.015,fat,39.32043939,171080.2988
Donepezil,27.015,brain,949.11787138,3081.7684
Donepezil,27.015,gut,264.13759353,413.6185
Donepezil,27.256,blood,0.74251677,1.0
Donepezil,27.256,lung,90.6270951,151.5305
Donepezil,27.256,liver,811.37699795,1129.0157
Donepezil,27.256,kidney,33.06175762,55.5137
Donepezil,27.256,muscle,15.7484315,20.3376
Donepezil,27.256,fat,39.47473809,171080.2988
Donepezil,27.256,brain,951.30531538,3081.7684
Donepezil,27.256,gut,263.09624412,413.6185
Donepezil,27.497,blood,0.74052065,1.0
Donepezil,27.497,lung,90.37725877,151.5305
Donepezil,27.497,liver,809.93413031,1129.0157
Donepezil,27.497,kidney,32.97200995,55.5137
Donepezil,27.497,muscle,15.67887716,20.3376
Donepezil,27.497,fat,39.62861941,171080.2988
Donepezil,27.497,brain,953.47508785,3081.7684
Donepezil,27.497,gut,262.07654143,413.6185
Donepezil,27.739,blood,0.73854514,1.0
Donepezil,27.739,lung,90.13054185,151.5305
Donepezil,27.739,liver,808.48769733,1129.0157
Donepezil,27.739,kidney,32.8833591,55.5137
Donepezil,27.739,muscle,15.61002628,20.3376
Donepezil,27.739,fat,39.78208841,171080.2988
Donepezil,27.739,brain,955.62738123,3081.7684
Donepezil,27.739,gut,261.07770466,413.6185
Donepezil,27.98,blood,0.73659699,1.0
Donepezil,27.98,lung,89.88684304,151.5305
Donepezil,27.98,liver,807.03794951,1129.0157
Donepezil,27.98,kidney,32.79576071,55.5137
Donepezil,27.98,muscle,15.54187274,20.3376
Donepezil,27.98,fat,39.93514991,171080.2988
Donepezil,27.98,brain,957.76238078,3081.7684
Donepezil,27.98,gut,260.0989769,413.6185
Donepezil,28.221,blood,0.73466849,1.0
Donepezil,28.221,lung,89.64609404,151.5305
Donepezil,28.221,liver,805.58513442,1129.0157
Donepezil,28.221,kidney,32.70920036,55.5137
Donepezil,28.221,muscle,15.4744105,20.3376
Donepezil,28.221,fat,40.08780875,171080.2988
Donepezil,28.221,brain,959.88027106,3081.7684
Donepezil,28.221,gut,259.13964399,413.6185
Donepezil,28.462,blood,0.73276459,1.0
Donepezil,28.462,lung,89.40820378,151.5305
Donepezil,28.462,liver,804.12948681,1129.0157
Donepezil,28.462,kidney,32.62363962,55.5137
Donepezil,28.462,muscle,15.40763331,20.3376
Donepezil,28.462,fat,40.24006952,171080.2988
Donepezil,28.462,brain,961.98122933,3081.7684
Donepezil,28.462,gut,258.19901152,413.6185
Donepezil,28.704,blood,0.73087918,1.0
Donepezil,28.704,lung,89.17310684,151.5305
Donepezil,28.704,liver,802.67123777,1129.0157
Donepezil,28.704,kidney,32.53906298,55.5137
Donepezil,28.704,muscle,15.34153499,20.3376
Donepezil,28.704,fat,40.39193678,171080.2988
Donepezil,28.704,brain,964.06543157,3081.7684
Donepezil,28.704,gut,257.27642246,413.6185
Donepezil,28.945,blood,0.72901729,1.0
Donepezil,28.945,lung,88.94071796,151.5305
Donepezil,28.945,liver,801.21060673,1129.0157
Donepezil,28.945,kidney,32.45543396,55.5137
Donepezil,28.945,muscle,15.27610915,20.3376
Donepezil,28.945,fat,40.54341488,171080.2988
Donepezil,28.945,brain,966.13304718,3081.7684
Donepezil,28.945,gut,256.37123824,413.6185
Donepezil,29.186,blood,0.72717633,1.0
Donepezil,29.186,lung,88.71097026,151.5305
Donepezil,29.186,liver,799.74780873,1129.0157
Donepezil,29.186,kidney,32.37273214,55.5137
Donepezil,29.186,muscle,15.21134948,20.3376
Donepezil,29.186,fat,40.69450813,171080.2988
Donepezil,29.186,brain,968.18424369,3081.7684
Donepezil,29.186,gut,255.48285253,413.6185
Donepezil,29.427,blood,0.72535167,1.0
Donepezil,29.427,lung,88.48380369,151.5305
Donepezil,29.427,liver,798.28305261,1129.0157
Donepezil,29.427,kidney,32.29094207,55.5137
Donepezil,29.427,muscle,15.14724962,20.3376
Donepezil,29.427,fat,40.84522075,171080.2988
Donepezil,29.427,brain,970.21918555,3081.7684
Donepezil,29.427,gut,254.61068568,413.6185
Donepezil,29.668,blood,0.72354968,1.0
Donepezil,29.668,lung,88.25913831,151.5305
Donepezil,29.668,liver,796.81653633,1129.0157
Donepezil,29.668,kidney,32.21002742,55.5137
Donepezil,29.668,muscle,15.08380306,20.3376
Donepezil,29.668,fat,40.99555675,171080.2988
Donepezil,29.668,brain,972.23803101,3081.7684
Donepezil,29.668,gut,253.75417321,413.6185
Donepezil,29.91,blood,0.72176369,1.0
Donepezil,29.91,lung,88.03692328,151.5305
Donepezil,29.91,liver,795.34845626,1129.0157
Donepezil,29.91,kidney,32.12997857,55.5137
Donepezil,29.91,muscle,15.02100343,20.3376
Donepezil,29.91,fat,41.14552015,171080.2988
Donepezil,29.91,brain,974.24093823,3081.7684
Donepezil,29.91,gut,252.91278399,413.6185
Donepezil,30.151,blood,0.71999949,1.0
Donepezil,30.151,lung,87.81708466,151.5305
Donepezil,30.151,liver,793.87899782,1129.0157
Donepezil,30.151,kidney,32.05076202,55.5137
Donepezil,30.151,muscle,14.95884417,20.3376
Donepezil,30.151,fat,41.29511479,171080.2988
Donepezil,30.151,brain,976.22805902,3081.7684
Donepezil,30.151,gut,252.08599889,413.6185
Donepezil,30.392,blood,0.71825003,1.0
Donepezil,30.392,lung,87.59957699,151.5305
Donepezil,30.392,liver,792.4083452,1129.0157
Donepezil,30.392,kidney,31.97237051,55.5137
Donepezil,30.392,muscle,14.89731887,20.3376
Donepezil,30.392,fat,41.4443445,171080.2988
Donepezil,30.392,brain,978.19954525,3081.7684
Donepezil,30.392,gut,251.27333003,413.6185
Donepezil,30.633,blood,0.71651999,1.0
Donepezil,30.633,lung,87.38433305,151.5305
Donepezil,30.633,liver,790.93667235,1129.0157
Donepezil,30.633,kidney,31.89477432,55.5137
Donepezil,30.633,muscle,14.83642096,20.3376
Donepezil,30.633,fat,41.59321293,171080.2988
Donepezil,30.633,brain,980.15554288,3081.7684
Donepezil,30.633,gut,250.47430028,413.6185
Donepezil,30.874,blood,0.71480685,1.0
Donepezil,30.874,lung,87.17130239,151.5305
Donepezil,30.874,liver,789.46415028,1129.0157
Donepezil,30.874,kidney,31.81795871,55.5137
Donepezil,30.874,muscle,14.77614395,20.3376
Donepezil,30.874,fat,41.74172371,171080.2988
Donepezil,30.874,brain,982.09619674,3081.7684
Donepezil,30.874,gut,249.68845751,413.6185
Donepezil,31.116,blood,0.71311028,1.0
Donepezil,31.116,lung,86.96043206,151.5305
Donepezil,31.116,liver,787.99094374,1129.0157
Donepezil,31.116,kidney,31.74190531,55.5137
Donepezil,31.116,muscle,14.71648134,20.3376
Donepezil,31.116,fat,41.88988036,171080.2988
Donepezil,31.116,brain,984.02164828,3081.7684
Donepezil,31.116,gut,248.91536625,413.6185
Donepezil,31.357,blood,0.71143223,1.0
Donepezil,31.357,lung,86.75166642,151.5305
Donepezil,31.357,liver,786.51721135,1129.0157
Donepezil,31.357,kidney,31.6665919,55.5137
Donepezil,31.357,muscle,14.65742659,20.3376
Donepezil,31.357,fat,42.0376863,171080.2988
Donepezil,31.357,brain,985.93203569,3081.7684
Donepezil,31.357,gut,248.15460687,413.6185
Donepezil,31.598,blood,0.70976596,1.0
Donepezil,31.598,lung,86.54496935,151.5305
Donepezil,31.598,liver,785.04310995,1129.0157
Donepezil,31.598,kidney,31.59201412,55.5137
Donepezil,31.598,muscle,14.59897328,20.3376
Donepezil,31.598,fat,42.18514495,171080.2988
Donepezil,31.598,brain,987.82749667,3081.7684
Donepezil,31.598,gut,247.40578352,413.6185
Donepezil,31.839,blood,0.70811907,1.0
Donepezil,31.839,lung,86.34027728,151.5305
Donepezil,31.839,liver,783.56878604,1129.0157
Donepezil,31.839,kidney,31.51813985,55.5137
Donepezil,31.839,muscle,14.54111482,20.3376
Donepezil,31.839,fat,42.33225953,171080.2988
Donepezil,31.839,brain,989.70816281,3081.7684
Donepezil,31.839,gut,246.66850511,413.6185
Donepezil,32.08,blood,0.70648523,1.0
Donepezil,32.08,lung,86.13755669,151.5305
Donepezil,32.08,liver,782.09438666,1129.0157
Donepezil,32.08,kidney,31.44496512,55.5137
Donepezil,32.08,muscle,14.48384481,20.3376
Donepezil,32.08,fat,42.47903331,171080.2988
Donepezil,32.08,brain,991.57416668,3081.7684
Donepezil,32.08,gut,245.94240709,413.6185
Donepezil,32.322,blood,0.70486741,1.0
Donepezil,32.322,lung,85.93675676,151.5305
Donepezil,32.322,liver,780.62005073,1129.0157
Donepezil,32.322,kidney,31.37246813,55.5137
Donepezil,32.322,muscle,14.42715675,20.3376
Donepezil,32.322,fat,42.6254694,171080.2988
Donepezil,32.322,brain,993.4256362,3081.7684
Donepezil,32.322,gut,245.22713234,413.6185
Donepezil,32.563,blood,0.70326385,1.0
Donepezil,32.563,lung,85.73783782,151.5305
Donepezil,32.563,liver,779.14591455,1129.0157
Donepezil,32.563,kidney,31.30063697,55.5137
Donepezil,32.563,muscle,14.37104422,20.3376
Donepezil,32.563,fat,42.7715709,171080.2988
Donepezil,32.563,brain,995.26269812,3081.7684
Donepezil,32.563,gut,244.52234166,413.6185
Donepezil,32.804,blood,0.70167453,1.0
Donepezil,32.804,lung,85.54075821,151.5305
Donepezil,32.804,liver,777.67210948,1129.0157
Donepezil,32.804,kidney,31.22945686,55.5137
Donepezil,32.804,muscle,14.31550082,20.3376
Donepezil,32.804,fat,42.91734082,171080.2988
Donepezil,32.804,brain,997.08547653,3081.7684
Donepezil,32.804,gut,243.82770806,413.6185
Donepezil,33.045,blood,0.70010194,1.0
Donepezil,33.045,lung,85.34547249,151.5305
Donepezil,33.045,liver,776.19876178,1129.0157
Donepezil,33.045,kidney,31.15890849,55.5137
Donepezil,33.045,muscle,14.26052013,20.3376
Donepezil,33.045,fat,43.06278208,171080.2988
Donepezil,33.045,brain,998.89409273,3081.7684
Donepezil,33.045,gut,243.14291555,413.6185
Donepezil,33.286,blood,0.6985376,1.0
Donepezil,33.286,lung,85.15195911,151.5305
Donepezil,33.286,liver,774.72599785,1129.0157
Donepezil,33.286,kidney,31.08899483,55.5137
Donepezil,33.286,muscle,14.20609589,20.3376
Donepezil,33.286,fat,43.20789764,171080.2988
Donepezil,33.286,brain,1000.68866867,3081.7684
Donepezil,33.286,gut,242.46766932,413.6185
Donepezil,33.528,blood,0.69699203,1.0
Donepezil,33.528,lung,84.96015888,151.5305
Donepezil,33.528,liver,773.25393307,1129.0157
Donepezil,33.528,kidney,31.01968159,55.5137
Donepezil,33.528,muscle,14.15222166,20.3376
Donepezil,33.528,fat,43.35269023,171080.2988
Donepezil,33.528,brain,1002.46931953,3081.7684
Donepezil,33.528,gut,241.80167131,413.6185
Donepezil,33.769,blood,0.69545579,1.0
Donepezil,33.769,lung,84.7700548,151.5305
Donepezil,33.769,liver,771.78268656,1129.0157
Donepezil,33.769,kidney,30.95097455,55.5137
Donepezil,33.769,muscle,14.09889126,20.3376
Donepezil,33.769,fat,43.49716271,171080.2988
Donepezil,33.769,brain,1004.23616348,3081.7684
Donepezil,33.769,gut,241.14465084,413.6185
Donepezil,34.01,blood,0.69393555,1.0
Donepezil,34.01,lung,84.58159806,151.5305
Donepezil,34.01,liver,770.31236779,1129.0157
Donepezil,34.01,kidney,30.88284797,55.5137
Donepezil,34.01,muscle,14.04609835,20.3376
