Drug,Hour,Organ,Conc_umol_L,Kp
Donepezil,34.01,fat,43.64131774,171080.2988
Donepezil,34.01,brain,1005.98931278,3081.7684
Donepezil,34.01,gut,240.49633526,413.6185
Donepezil,34.251,blood,0.69242646,1.0
Donepezil,34.251,lung,84.39476463,151.5305
Donepezil,34.251,liver,768.84308704,1129.0157
Donepezil,34.251,kidney,30.81529934,55.5137
Donepezil,34.251,muscle,13.99383679,20.3376
Donepezil,34.251,fat,43.78515801,171080.2988
Donepezil,34.251,brain,1007.72888072,3081.7684
Donepezil,34.251,gut,239.85647161,413.6185
Donepezil,34.492,blood,0.69092984,1.0
Donepezil,34.492,lung,84.20951893,151.5305
Donepezil,34.492,liver,767.37494887,1129.0157
Donepezil,34.492,kidney,30.74831432,55.5137
Donepezil,34.492,muscle,13.94210039,20.3376
Donepezil,34.492,fat,43.92868612,171080.2988
Donepezil,34.492,brain,1009.45497723,3081.7684
Donepezil,34.492,gut,239.22481201,413.6185
Donepezil,34.734,blood,0.68944731,1.0
Donepezil,34.734,lung,84.02582588,151.5305
Donepezil,34.734,liver,765.90805444,1129.0157
Donepezil,34.734,kidney,30.68187836,55.5137
Donepezil,34.734,muscle,13.890883,20.3376
Donepezil,34.734,fat,44.07190463,171080.2988
Donepezil,34.734,brain,1011.16771045,3081.7684
Donepezil,34.734,gut,238.60111796,413.6185
Donepezil,34.975,blood,0.68797349,1.0
Donepezil,34.975,lung,83.84366574,151.5305
Donepezil,34.975,liver,764.44250436,1129.0157
Donepezil,34.975,kidney,30.61599113,55.5137
Donepezil,34.975,muscle,13.8401786,20.3376
Donepezil,34.975,fat,44.21481608,171080.2988
Donepezil,34.975,brain,1012.86718855,3081.7684
Donepezil,34.975,gut,237.9851657,413.6185
Donepezil,35.216,blood,0.68651422,1.0
Donepezil,35.216,lung,83.66299678,151.5305
Donepezil,35.216,liver,762.97839195,1129.0157
Donepezil,35.216,kidney,30.55063043,55.5137
Donepezil,35.216,muscle,13.78998107,20.3376
Donepezil,35.216,fat,44.3574229,171080.2988
Donepezil,35.216,brain,1014.55351529,3081.7684
Donepezil,35.216,gut,237.37673137,413.6185
Donepezil,35.457,blood,0.68506491,1.0
Donepezil,35.457,lung,83.48379965,151.5305
Donepezil,35.457,liver,761.51581146,1129.0157
Donepezil,35.457,kidney,30.4857951,55.5137
Donepezil,35.457,muscle,13.74028449,20.3376
Donepezil,35.457,fat,44.49972753,171080.2988
Donepezil,35.457,brain,1016.22679541,3081.7684
Donepezil,35.457,gut,236.77560785,413.6185
Donepezil,35.698,blood,0.68362737,1.0
Donepezil,35.698,lung,83.30604269,151.5305
Donepezil,35.698,liver,760.05485185,1129.0157
Donepezil,35.698,kidney,30.42147154,55.5137
Donepezil,35.698,muscle,13.69108289,20.3376
Donepezil,35.698,fat,44.64173234,171080.2988
Donepezil,35.698,brain,1017.88713052,3081.7684
Donepezil,35.698,gut,236.18159099,413.6185
Donepezil,35.94,blood,0.68220235,1.0
Donepezil,35.94,lung,83.1296974,151.5305
Donepezil,35.94,liver,758.59559965,1129.0157
Donepezil,35.94,kidney,30.35764863,55.5137
Donepezil,35.94,muscle,13.64237036,20.3376
Donepezil,35.94,fat,44.78343965,171080.2988
Donepezil,35.94,brain,1019.53462099,3081.7684
Donepezil,35.94,gut,235.59448524,413.6185
Donepezil,36.181,blood,0.68078419,1.0
Donepezil,36.181,lung,82.95474917,151.5305
Donepezil,36.181,liver,757.13814112,1129.0157
Donepezil,36.181,kidney,30.2943282,55.5137
Donepezil,36.181,muscle,13.59414112,20.3376
Donepezil,36.181,fat,44.92485181,171080.2988
Donepezil,36.181,brain,1021.16936732,3081.7684
Donepezil,36.181,gut,235.01410757,413.6185
Donepezil,36.422,blood,0.67938156,1.0
Donepezil,36.422,lung,82.78115495,151.5305
Donepezil,36.422,liver,755.68255448,1129.0157
Donepezil,36.422,kidney,30.23148403,55.5137
Donepezil,36.422,muscle,13.54638928,20.3376
Donepezil,36.422,fat,45.06597099,171080.2988
Donepezil,36.422,brain,1022.79146502,3081.7684
Donepezil,36.422,gut,234.44027064,413.6185
Donepezil,36.663,blood,0.67798592,1.0
Donepezil,36.663,lung,82.60890759,151.5305
Donepezil,36.663,liver,754.22892188,1129.0157
Donepezil,36.663,kidney,30.16912421,55.5137
Donepezil,36.663,muscle,13.4991092,20.3376
Donepezil,36.663,fat,45.20679947,171080.2988
Donepezil,36.663,brain,1024.40101251,3081.7684
Donepezil,36.663,gut,233.87280762,413.6185
Donepezil,36.905,blood,0.67660356,1.0
Donepezil,36.905,lung,82.43797043,151.5305
Donepezil,36.905,liver,752.7773174,1129.0157
Donepezil,36.905,kidney,30.10722775,55.5137
Donepezil,36.905,muscle,13.45229511,20.3376
Donepezil,36.905,fat,45.34733938,171080.2988
Donepezil,36.905,brain,1025.99810316,3081.7684
Donepezil,36.905,gut,233.3115464,413.6185
Donepezil,37.146,blood,0.67522893,1.0
Donepezil,37.146,lung,82.26833174,151.5305
Donepezil,37.146,liver,751.32781721,1129.0157
Donepezil,37.146,kidney,30.04579741,55.5137
Donepezil,37.146,muscle,13.40594144,20.3376
Donepezil,37.146,fat,45.4875929,171080.2988
Donepezil,37.146,brain,1027.58283199,3081.7684
Donepezil,37.146,gut,232.75633056,413.6185
Donepezil,37.387,blood,0.67386617,1.0
Donepezil,37.387,lung,82.09996061,151.5305
Donepezil,37.387,liver,749.88049147,1129.0157
Donepezil,37.387,kidney,29.98481689,55.5137
Donepezil,37.387,muscle,13.36004257,20.3376
Donepezil,37.387,fat,45.6275621,171080.2988
Donepezil,37.387,brain,1029.15529034,3081.7684
Donepezil,37.387,gut,232.20700194,413.6185
Donepezil,37.628,blood,0.67251306,1.0
Donepezil,37.628,lung,81.93283988,151.5305
Donepezil,37.628,liver,748.4354105,1129.0157
Donepezil,37.628,kidney,29.92428284,55.5137
Donepezil,37.628,muscle,13.31459298,20.3376
Donepezil,37.628,fat,45.76724906,171080.2988
Donepezil,37.628,brain,1030.71556987,3081.7684
Donepezil,37.628,gut,231.66341321,413.6185
Donepezil,37.869,blood,0.6711679,1.0
Donepezil,37.869,lung,81.76695192,151.5305
Donepezil,37.869,liver,746.99264224,1129.0157
Donepezil,37.869,kidney,29.86419105,55.5137
Donepezil,37.869,muscle,13.26958723,20.3376
Donepezil,37.869,fat,45.90665584,171080.2988
Donepezil,37.869,brain,1032.26376092,3081.7684
Donepezil,37.869,gut,231.1254221,413.6185
Donepezil,38.111,blood,0.66983549,1.0
Donepezil,38.111,lung,81.60226642,151.5305
Donepezil,38.111,liver,745.55225003,1129.0157
Donepezil,38.111,kidney,29.80452463,55.5137
Donepezil,38.111,muscle,13.22501985,20.3376
Donepezil,38.111,fat,46.04578439,171080.2988
Donepezil,38.111,brain,1033.79995104,3081.7684
Donepezil,38.111,gut,230.59288646,413.6185
Donepezil,38.352,blood,0.6685092,1.0
Donepezil,38.352,lung,81.43877707,151.5305
Donepezil,38.352,liver,744.11429948,1129.0157
Donepezil,38.352,kidney,29.7452896,55.5137
Donepezil,38.352,muscle,13.18088555,20.3376
Donepezil,38.352,fat,46.18463675,171080.2988
Donepezil,38.352,brain,1035.32422947,3081.7684
Donepezil,38.352,gut,230.06567829,413.6185
Donepezil,38.593,blood,0.66719474,1.0
Donepezil,38.593,lung,81.27645288,151.5305
Donepezil,38.593,liver,742.67884955,1129.0157
Donepezil,38.593,kidney,29.6864677,55.5137
Donepezil,38.593,muscle,13.13717895,20.3376
Donepezil,38.593,fat,46.3232148,171080.2988
Donepezil,38.593,brain,1036.83668126,3081.7684
Donepezil,38.593,gut,229.54366462,413.6185
Donepezil,38.834,blood,0.66588689,1.0
Donepezil,38.834,lung,81.11528577,151.5305
Donepezil,38.834,liver,741.24596134,1129.0157
Donepezil,38.834,kidney,29.62806253,55.5137
Donepezil,38.834,muscle,13.09389487,20.3376
Donepezil,38.834,fat,46.46152049,171080.2988
Donepezil,38.834,brain,1038.3373931,3081.7684
Donepezil,38.834,gut,229.02672583,413.6185
Donepezil,39.075,blood,0.66458934,1.0
Donepezil,39.075,lung,80.95524995,151.5305
Donepezil,39.075,liver,739.81569075,1129.0157
Donepezil,39.075,kidney,29.57006021,55.5137
Donepezil,39.075,muscle,13.05102807,20.3376
Donepezil,39.075,fat,46.59955569,171080.2988
Donepezil,39.075,brain,1039.82644839,3081.7684
Donepezil,39.075,gut,228.51473964,413.6185
Donepezil,39.317,blood,0.66330166,1.0
Donepezil,39.317,lung,80.79632858,151.5305
Donepezil,39.317,liver,738.38809337,1129.0157
Donepezil,39.317,kidney,29.51245523,55.5137
Donepezil,39.317,muscle,13.00857342,20.3376
Donepezil,39.317,fat,46.73732224,171080.2988
Donepezil,39.317,brain,1041.30393052,3081.7684
Donepezil,39.317,gut,228.00759136,413.6185
Donepezil,39.558,blood,0.66202131,1.0
Donepezil,39.558,lung,80.63850963,151.5305
Donepezil,39.558,liver,736.96322383,1129.0157
Donepezil,39.558,kidney,29.45524641,55.5137
Donepezil,39.558,muscle,12.96652586,20.3376
Donepezil,39.558,fat,46.87482199,171080.2988
Donepezil,39.558,brain,1042.76992239,3081.7684
Donepezil,39.558,gut,227.50517207,413.6185
Donepezil,39.799,blood,0.6607512,1.0
Donepezil,39.799,lung,80.48177041,151.5305
Donepezil,39.799,liver,735.54113295,1129.0157
Donepezil,39.799,kidney,29.39842197,55.5137
Donepezil,39.799,muscle,12.92488035,20.3376
Donepezil,39.799,fat,47.01205672,171080.2988
Donepezil,39.799,brain,1044.22450459,3081.7684
Donepezil,39.799,gut,227.00737241,413.6185
Donepezil,40.04,blood,0.65948638,1.0
Donepezil,40.04,lung,80.32610469,151.5305
Donepezil,40.04,liver,734.12187285,1129.0157
Donepezil,40.04,kidney,29.34198581,55.5137
Donepezil,40.04,muscle,12.88363196,20.3376
Donepezil,40.04,fat,47.14902824,171080.2988
Donepezil,40.04,brain,1045.66775865,3081.7684
Donepezil,40.04,gut,226.51409308,413.6185
Donepezil,40.281,blood,0.65823399,1.0
Donepezil,40.281,lung,80.17148207,151.5305
Donepezil,40.281,liver,732.70548947,1129.0157
Donepezil,40.281,kidney,29.28591811,55.5137
Donepezil,40.281,muscle,12.84277571,20.3376
Donepezil,40.281,fat,47.28573823,171080.2988
Donepezil,40.281,brain,1047.09976218,3081.7684
Donepezil,40.281,gut,226.02522876,413.6185
Donepezil,40.523,blood,0.6569873,1.0
Donepezil,40.523,lung,80.01790081,151.5305
Donepezil,40.523,liver,731.29203235,1129.0157
Donepezil,40.523,kidney,29.23022658,55.5137
Donepezil,40.523,muscle,12.80230681,20.3376
Donepezil,40.523,fat,47.42218849,171080.2988
Donepezil,40.523,brain,1048.52059533,3081.7684
Donepezil,40.523,gut,225.54068862,413.6185
Donepezil,40.764,blood,0.65574909,1.0
Donepezil,40.764,lung,79.86534024,151.5305
Donepezil,40.764,liver,729.88154596,1129.0157
Donepezil,40.764,kidney,29.17490033,55.5137
Donepezil,40.764,muscle,12.76222044,20.3376
Donepezil,40.764,fat,47.55838068,171080.2988
Donepezil,40.764,brain,1049.93033495,3081.7684
Donepezil,40.764,gut,225.06037763,413.6185
Donepezil,41.005,blood,0.65452066,1.0
Donepezil,41.005,lung,79.71378307,151.5305
Donepezil,41.005,liver,728.47407379,1129.0157
Donepezil,41.005,kidney,29.11993151,55.5137
Donepezil,41.005,muscle,12.72251183,20.3376
Donepezil,41.005,fat,47.69431647,171080.2988
Donepezil,41.005,brain,1051.32905742,3081.7684
Donepezil,41.005,gut,224.5842051,413.6185
Donepezil,41.246,blood,0.65329679,1.0
Donepezil,41.246,lung,79.56322567,151.5305
Donepezil,41.246,liver,727.06966033,1129.0157
Donepezil,41.246,kidney,29.06532528,55.5137
Donepezil,41.246,muscle,12.68317637,20.3376
Donepezil,41.246,fat,47.82999755,171080.2988
Donepezil,41.246,brain,1052.71683986,3081.7684
Donepezil,41.246,gut,224.11208859,413.6185
Donepezil,41.487,blood,0.65208453,1.0
Donepezil,41.487,lung,79.41363975,151.5305
Donepezil,41.487,liver,725.66834405,1129.0157
Donepezil,41.487,kidney,29.01106266,55.5137
Donepezil,41.487,muscle,12.64420932,20.3376
Donepezil,41.487,fat,47.96542551,171080.2988
Donepezil,41.487,brain,1054.0937555,3081.7684
Donepezil,41.487,gut,223.64393884,413.6185
Donepezil,41.729,blood,0.65087515,1.0
Donepezil,41.729,lung,79.26502963,151.5305
Donepezil,41.729,liver,724.27016797,1129.0157
Donepezil,41.729,kidney,28.95715607,55.5137
Donepezil,41.729,muscle,12.60560624,20.3376
Donepezil,41.729,fat,48.10060201,171080.2988
Donepezil,41.729,brain,1055.45988067,3081.7684
Donepezil,41.729,gut,223.179682,413.6185
Donepezil,41.97,blood,0.64967806,1.0
Donepezil,41.97,lung,79.11736285,151.5305
Donepezil,41.97,liver,722.87516695,1129.0157
Donepezil,41.97,kidney,28.90358206,55.5137
Donepezil,41.97,muscle,12.56736247,20.3376
Donepezil,41.97,fat,48.23552857,171080.2988
Donepezil,41.97,brain,1056.8152864,3081.7684
Donepezil,41.97,gut,222.71923241,413.6185
Donepezil,42.211,blood,0.64848691,1.0
Donepezil,42.211,lung,78.97063953,151.5305
Donepezil,42.211,liver,721.48338045,1129.0157
Donepezil,42.211,kidney,28.85034859,55.5137
Donepezil,42.211,muscle,12.52947363,20.3376
Donepezil,42.211,fat,48.37020681,171080.2988
Donepezil,42.211,brain,1058.16004684,3081.7684
Donepezil,42.211,gut,222.26251965,413.6185
Donepezil,42.452,blood,0.64730198,1.0
Donepezil,42.452,lung,78.82484655,151.5305
Donepezil,42.452,liver,720.09484421,1129.0157
Donepezil,42.452,kidney,28.79745055,55.5137
Donepezil,42.452,muscle,12.4919353,20.3376
Donepezil,42.452,fat,48.50463828,171080.2988
Donepezil,42.452,brain,1059.49423372,3081.7684
Donepezil,42.452,gut,221.80947045,413.6185
Donepezil,42.693,blood,0.64612528,1.0
Donepezil,42.693,lung,78.67996751,151.5305
Donepezil,42.693,liver,718.70959204,1129.0157
Donepezil,42.693,kidney,28.74487949,55.5137
Donepezil,42.693,muscle,12.45474311,20.3376
Donepezil,42.693,fat,48.63882448,171080.2988
Donepezil,42.693,brain,1060.81791758,3081.7684
Donepezil,42.693,gut,221.36001259,413.6185
Donepezil,42.935,blood,0.64495529,1.0
Donepezil,42.935,lung,78.5359936,151.5305
Donepezil,42.935,liver,717.32765791,1129.0157
Donepezil,42.935,kidney,28.69263414,55.5137
Donepezil,42.935,muscle,12.41789276,20.3376
Donepezil,42.935,fat,48.77276694,171080.2988
Donepezil,42.935,brain,1062.13116913,3081.7684
Donepezil,42.935,gut,220.91407894,413.6185
Donepezil,43.176,blood,0.6437948,1.0
Donepezil,43.176,lung,78.39290743,151.5305
Donepezil,43.176,liver,715.94907297,1129.0157
Donepezil,43.176,kidney,28.64070471,55.5137
Donepezil,43.176,muscle,12.38137997,20.3376
Donepezil,43.176,fat,48.90646712,171080.2988
Donepezil,43.176,brain,1063.43405723,3081.7684
Donepezil,43.176,gut,220.47160117,413.6185
Donepezil,43.417,blood,0.64263758,1.0
Donepezil,43.417,lung,78.25071033,151.5305
Donepezil,43.417,liver,714.57387065,1129.0157
Donepezil,43.417,kidney,28.58909943,55.5137
Donepezil,43.417,muscle,12.34520062,20.3376
Donepezil,43.417,fat,49.03992655,171080.2988
Donepezil,43.417,brain,1064.72665233,3081.7684
Donepezil,43.417,gut,220.03252024,413.6185
Donepezil,43.658,blood,0.64149004,1.0
Donepezil,43.658,lung,78.10937809,151.5305
Donepezil,43.658,liver,713.2020785,1129.0157
Donepezil,43.658,kidney,28.53780156,55.5137
Donepezil,43.658,muscle,12.30935049,20.3376
Donepezil,43.658,fat,49.17314662,171080.2988
Donepezil,43.658,brain,1066.00902101,3081.7684
Donepezil,43.658,gut,219.59676909,413.6185
Donepezil,43.899,blood,0.64034863,1.0
Donepezil,43.899,lung,77.96890707,151.5305
Donepezil,43.899,liver,711.83372673,1129.0157
Donepezil,43.899,kidney,28.48681418,55.5137
Donepezil,43.899,muscle,12.27382554,20.3376
Donepezil,43.899,fat,49.30612881,171080.2988
Donepezil,43.899,brain,1067.28123164,3081.7684
Donepezil,43.899,gut,219.16429053,413.6185
Donepezil,44.141,blood,0.63921281,1.0
Donepezil,44.141,lung,77.82928773,151.5305
Donepezil,44.141,liver,710.46884339,1129.0157
Donepezil,44.141,kidney,28.43613448,55.5137
Donepezil,44.141,muscle,12.23862172,20.3376
Donepezil,44.141,fat,49.43887453,171080.2988
Donepezil,44.141,brain,1068.54335119,3081.7684
Donepezil,44.141,gut,218.73502687,413.6185
Donepezil,44.382,blood,0.63808721,1.0
Donepezil,44.382,lung,77.69050025,151.5305
Donepezil,44.382,liver,709.10745354,1129.0157
Donepezil,44.382,kidney,28.38574956,55.5137
Donepezil,44.382,muscle,12.20373498,20.3376
Donepezil,44.382,fat,49.57138516,171080.2988
Donepezil,44.382,brain,1069.79544467,3081.7684
Donepezil,44.382,gut,218.30891812,413.6185
Donepezil,44.623,blood,0.63696277,1.0
Donepezil,44.623,lung,77.552553,151.5305
Donepezil,44.623,liver,707.74958641,1129.0157
Donepezil,44.623,kidney,28.33567367,55.5137
Donepezil,44.623,muscle,12.16916152,20.3376
Donepezil,44.623,fat,49.70366214,171080.2988
Donepezil,44.623,brain,1071.03757988,3081.7684
Donepezil,44.623,gut,217.88591692,413.6185
Donepezil,44.864,blood,0.63585007,1.0
Donepezil,44.864,lung,77.41541439,151.5305
Donepezil,44.864,liver,706.39526285,1129.0157
Donepezil,44.864,kidney,28.28588222,55.5137
Donepezil,44.864,muscle,12.1348973,20.3376
Donepezil,44.864,fat,49.83570677,171080.2988
Donepezil,44.864,brain,1072.26981906,3081.7684
Donepezil,44.864,gut,217.46596191,413.6185
Donepezil,45.106,blood,0.63474029,1.0
Donepezil,45.106,lung,77.27909275,151.5305
Donepezil,45.106,liver,705.04451006,1129.0157
Donepezil,45.106,kidney,28.23638915,55.5137
Donepezil,45.106,muscle,12.10093861,20.3376
Donepezil,45.106,fat,49.96752047,171080.2988
Donepezil,45.106,brain,1073.4922287,3081.7684
Donepezil,45.106,gut,217.04900883,413.6185
Donepezil,45.347,blood,0.63363934,1.0
Donepezil,45.347,lung,77.1435665,151.5305
Donepezil,45.347,liver,703.69734881,1129.0157
Donepezil,45.347,kidney,28.18717931,55.5137
Donepezil,45.347,muscle,12.06728157,20.3376
Donepezil,45.347,fat,50.09910454,171080.2988
Donepezil,45.347,brain,1074.70487098,3081.7684
Donepezil,45.347,gut,216.63500321,413.6185
Donepezil,45.588,blood,0.63254311,1.0
Donepezil,45.588,lung,77.00883475,151.5305
Donepezil,45.588,liver,702.35380271,1129.0157
Donepezil,45.588,kidney,28.13825748,55.5137
Donepezil,45.588,muscle,12.03392251,20.3376
Donepezil,45.588,fat,50.23046032,171080.2988
Donepezil,45.588,brain,1075.90781001,3081.7684
Donepezil,45.588,gut,216.22390005,413.6185
Donepezil,45.829,blood,0.63145427,1.0
Donepezil,45.829,lung,76.87488291,151.5305
Donepezil,45.829,liver,701.01389194,1129.0157
Donepezil,45.829,kidney,28.08961502,55.5137
Donepezil,45.829,muscle,12.00085771,20.3376
Donepezil,45.829,fat,50.3615891,171080.2988
Donepezil,45.829,brain,1077.10110758,3081.7684
Donepezil,45.829,gut,215.81565037,413.6185
Donepezil,46.07,blood,0.63037195,1.0
Donepezil,46.07,lung,76.74170386,151.5305
Donepezil,46.07,liver,699.67763718,1129.0157
Donepezil,46.07,kidney,28.04125041,55.5137
Donepezil,46.07,muscle,11.96808352,20.3376
Donepezil,46.07,fat,50.4924922,171080.2988
Donepezil,46.07,brain,1078.28482583,3081.7684
Donepezil,46.07,gut,215.41020938,413.6185
Donepezil,46.312,blood,0.62929282,1.0
Donepezil,46.312,lung,76.60929567,151.5305
Donepezil,46.312,liver,698.34505919,1129.0157
Donepezil,46.312,kidney,27.99316708,55.5137
Donepezil,46.312,muscle,11.93559641,20.3376
Donepezil,46.312,fat,50.62317092,171080.2988
Donepezil,46.312,brain,1079.45902691,3081.7684
Donepezil,46.312,gut,215.00753557,413.6185
Donepezil,46.553,blood,0.62822437,1.0
Donepezil,46.553,lung,76.47763448,151.5305
Donepezil,46.553,liver,697.01617384,1129.0157
Donepezil,46.553,kidney,27.94534708,55.5137
Donepezil,46.553,muscle,11.90339274,20.3376
Donepezil,46.553,fat,50.75362645,171080.2988
Donepezil,46.553,brain,1080.62376974,3081.7684
Donepezil,46.553,gut,214.6075801,413.6185
Donepezil,46.794,blood,0.62715844,1.0
Donepezil,46.794,lung,76.3467286,151.5305
Donepezil,46.794,liver,695.69100212,1129.0157
Donepezil,46.794,kidney,27.8978035,55.5137
Donepezil,46.794,muscle,11.8714691,20.3376
Donepezil,46.794,fat,50.88386013,171080.2988
Donepezil,46.794,brain,1081.77911658,3081.7684
Donepezil,46.794,gut,214.21030779,413.6185
Donepezil,47.035,blood,0.62610004,1.0
Donepezil,47.035,lung,76.21655959,151.5305
Donepezil,47.035,liver,694.36955928,1129.0157
Donepezil,47.035,kidney,27.85052346,55.5137
Donepezil,47.035,muscle,11.83982198,20.3376
Donepezil,47.035,fat,51.01387315,171080.2988
Donepezil,47.035,brain,1082.92512587,3081.7684
Donepezil,47.035,gut,213.81567417,413.6185
Donepezil,47.276,blood,0.62504623,1.0
Donepezil,47.276,lung,76.08712536,151.5305
Donepezil,47.276,liver,693.0518628,1129.0157
Donepezil,47.276,kidney,27.80350979,55.5137
Donepezil,47.276,muscle,11.80844802,20.3376
Donepezil,47.276,fat,51.14366677,171080.2988
Donepezil,47.276,brain,1084.0618575,3081.7684
Donepezil,47.276,gut,213.42364221,413.6185
Donepezil,47.518,blood,0.62399937,1.0
Donepezil,47.518,lung,75.95841325,151.5305
Donepezil,47.518,liver,691.73792745,1129.0157
Donepezil,47.518,kidney,27.75675499,55.5137
Donepezil,47.518,muscle,11.77734382,20.3376
Donepezil,47.518,fat,51.27324217,171080.2988
Donepezil,47.518,brain,1085.18936953,3081.7684
Donepezil,47.518,gut,213.03417177,413.6185
Donepezil,47.759,blood,0.62295843,1.0
Donepezil,47.759,lung,75.83041758,151.5305
Donepezil,47.759,liver,690.42776855,1129.0157
Donepezil,47.759,kidney,27.71025823,55.5137
Donepezil,47.759,muscle,11.74650609,20.3376
Donepezil,47.759,fat,51.40260058,171080.2988
Donepezil,47.759,brain,1086.30772032,3081.7684
Donepezil,47.759,gut,212.64722644,413.6185
Donepezil,48.0,blood,0.62192235,1.0
Donepezil,48.0,lung,75.70313298,151.5305
Donepezil,48.0,liver,689.12140074,1129.0157
Donepezil,48.0,kidney,27.66401889,55.5137
Donepezil,48.0,muscle,11.71593156,20.3376
Donepezil,48.0,fat,51.53174318,171080.2988
Donepezil,48.0,brain,1087.41696777,3081.7684
Donepezil,48.0,gut,212.26277088,413.6185
