Drug,MW_Da,LogP,Half_Life_Days,Docking_Affinity_kcal,_source,_doi,_fetched_at
Nusinersen,24380.0,-0.7,163.0,-8.845,UniProt,B4DP61,2026-05-09T18:36:13.418353
