Drug,MW_Da,LogP,Half_Life_Days,Docking_Affinity_kcal,_source,_doi,_fetched_at
Lecanemab,86943.0,-0.7,0.21,-9.193,UniProt,P05067,2026-05-09T18:27:23.751919
