Drug,Hour,Organ,Conc_umol_L,Kp
Lecanemab,16.643,liver,6.9685805,0.789
Lecanemab,16.643,kidney,7.71084569,0.8734
Lecanemab,16.643,muscle,8.09146745,0.9034
Lecanemab,16.643,fat,5.97542091,0.6662
Lecanemab,16.643,brain,6.73796633,0.7628
Lecanemab,16.643,gut,7.20694271,0.8162
Lecanemab,16.884,blood,10.96738641,1.0
Lecanemab,16.884,lung,7.4084882,0.8443
Lecanemab,16.884,liver,6.925886,0.789
Lecanemab,16.884,kidney,7.66360472,0.8734
Lecanemab,16.884,muscle,8.04189325,0.9034
Lecanemab,16.884,fat,5.93881115,0.6662
Lecanemab,16.884,brain,6.69668471,0.7628
Lecanemab,16.884,gut,7.16278795,0.8162
Lecanemab,17.126,blood,10.90019103,1.0
Lecanemab,17.126,lung,7.36310228,0.8443
Lecanemab,17.126,liver,6.88345315,0.789
Lecanemab,17.126,kidney,7.6166545,0.8734
Lecanemab,17.126,muscle,7.99262279,0.9034
Lecanemab,17.126,fat,5.90242569,0.6662
Lecanemab,17.126,brain,6.65565605,0.7628
Lecanemab,17.126,gut,7.11890392,0.8162
Lecanemab,17.367,blood,10.8334081,1.0
Lecanemab,17.367,lung,7.31799202,0.8443
Lecanemab,17.367,liver,6.84128018,0.789
Lecanemab,17.367,kidney,7.56999031,0.8734
Lecanemab,17.367,muscle,7.94365419,0.9034
Lecanemab,17.367,fat,5.86626315,0.6662
Lecanemab,17.367,brain,6.61487872,0.7628
Lecanemab,17.367,gut,7.07528851,0.8162
Lecanemab,17.608,blood,10.76703509,1.0
Lecanemab,17.608,lung,7.27315572,0.8443
Lecanemab,17.608,liver,6.7993655,0.789
Lecanemab,17.608,kidney,7.52361041,0.8734
Lecanemab,17.608,muscle,7.8949856,0.9034
Lecanemab,17.608,fat,5.83032217,0.6662
Lecanemab,17.608,brain,6.57435115,0.7628
Lecanemab,17.608,gut,7.03194006,0.8162
Lecanemab,17.849,blood,10.70106933,1.0
Lecanemab,17.849,lung,7.22859226,0.8443
Lecanemab,17.849,liver,6.75770755,0.789
Lecanemab,17.849,kidney,7.47751342,0.8734
Lecanemab,17.849,muscle,7.84661519,0.9034
Lecanemab,17.849,fat,5.79460138,0.6662
Lecanemab,17.849,brain,6.53407184,0.7628
Lecanemab,17.849,gut,6.988857,0.8162
Lecanemab,18.09,blood,10.63551047,1.0
Lecanemab,18.09,lung,7.18429322,0.8443
Lecanemab,18.09,liver,6.71630448,0.789
Lecanemab,18.09,kidney,7.43169309,0.8734
Lecanemab,18.09,muscle,7.79854113,0.9034
Lecanemab,18.09,fat,5.75909945,0.6662
Lecanemab,18.09,brain,6.49403909,0.7628
Lecanemab,18.09,gut,6.94603698,0.8162
Lecanemab,18.332,blood,10.5703511,1.0
Lecanemab,18.332,lung,7.14027238,0.8443
Lecanemab,18.332,liver,6.67515534,0.789
Lecanemab,18.332,kidney,7.38615803,0.8734
Lecanemab,18.332,muscle,7.75076161,0.9034
Lecanemab,18.332,fat,5.72381502,0.6662
Lecanemab,18.332,brain,6.45425179,0.7628
Lecanemab,18.332,gut,6.90348003,0.8162
Lecanemab,18.573,blood,10.50558688,1.0
Lecanemab,18.573,lung,7.09653401,0.8443
Lecanemab,18.573,liver,6.63425882,0.789
Lecanemab,18.573,kidney,7.34091051,0.8734
Lecanemab,18.573,muscle,7.70327483,0.9034
Lecanemab,18.573,fat,5.68874679,0.6662
Lecanemab,18.573,brain,6.41470856,0.7628
Lecanemab,18.573,gut,6.86118516,0.8162
Lecanemab,18.814,blood,10.44122027,1.0
Lecanemab,18.814,lung,7.05306107,0.8443
Lecanemab,18.814,liver,6.59361276,0.789
Lecanemab,18.814,kidney,7.2959385,0.8734
Lecanemab,18.814,muscle,7.65607899,0.9034
Lecanemab,18.814,fat,5.65389341,0.6662
Lecanemab,18.814,brain,6.37540754,0.7628
Lecanemab,18.814,gut,6.81914916,0.8162
Lecanemab,19.055,blood,10.37724852,1.0
Lecanemab,19.055,lung,7.00985287,0.8443
Lecanemab,19.055,liver,6.55321567,0.789
Lecanemab,19.055,kidney,7.25124095,0.8734
Lecanemab,19.055,muscle,7.6091723,0.9034
Lecanemab,19.055,fat,5.61925356,0.6662
Lecanemab,19.055,brain,6.33634727,0.7628
Lecanemab,19.055,gut,6.77737053,0.8162
Lecanemab,19.296,blood,10.31367012,1.0
Lecanemab,19.296,lung,6.96690495,0.8443
Lecanemab,19.296,liver,6.5130659,0.789
Lecanemab,19.296,kidney,7.20681427,0.8734
Lecanemab,19.296,muscle,7.562553,0.9034
Lecanemab,19.296,fat,5.58482594,0.6662
Lecanemab,19.296,brain,6.2975262,0.7628
Lecanemab,19.296,gut,6.73584739,0.8162
Lecanemab,19.538,blood,10.25048086,1.0
Lecanemab,19.538,lung,6.92422139,0.8443
Lecanemab,19.538,liver,6.47316217,0.789
Lecanemab,19.538,kidney,7.1626606,0.8734
Lecanemab,19.538,muscle,7.51621931,0.9034
Lecanemab,19.538,fat,5.55060924,0.6662
Lecanemab,19.538,brain,6.25894301,0.7628
Lecanemab,19.538,gut,6.69457878,0.8162
Lecanemab,19.779,blood,10.18767853,1.0
Lecanemab,19.779,lung,6.88180003,0.8443
Lecanemab,19.779,liver,6.43350294,0.789
Lecanemab,19.779,kidney,7.11877792,0.8734
Lecanemab,19.779,muscle,7.47016951,0.9034
Lecanemab,19.779,fat,5.51660219,0.6662
Lecanemab,19.779,brain,6.22059622,0.7628
Lecanemab,19.779,gut,6.65356309,0.8162
Lecanemab,20.02,blood,10.12526328,1.0
Lecanemab,20.02,lung,6.8396313,0.8443
Lecanemab,20.02,liver,6.3940864,0.789
Lecanemab,20.02,kidney,7.07515922,0.8734
Lecanemab,20.02,muscle,7.42440183,0.9034
Lecanemab,20.02,fat,5.48280348,0.6662
Lecanemab,20.02,brain,6.1824842,0.7628
Lecanemab,20.02,gut,6.61279793,0.8162
Lecanemab,20.261,blood,10.06323027,1.0
Lecanemab,20.261,lung,6.79772142,0.8443
Lecanemab,20.261,liver,6.35491138,0.789
Lecanemab,20.261,kidney,7.03180808,0.8734
Lecanemab,20.261,muscle,7.37891455,0.9034
Lecanemab,20.261,fat,5.44921185,0.6662
Lecanemab,20.261,brain,6.14460568,0.7628
Lecanemab,20.261,gut,6.57228257,0.8162
Lecanemab,20.503,blood,10.00157623,1.0
Lecanemab,20.503,lung,6.75607177,0.8443
Lecanemab,20.503,liver,6.31597651,0.789
Lecanemab,20.503,kidney,6.98872487,0.8734
Lecanemab,20.503,muscle,7.33370597,0.9034
Lecanemab,20.503,fat,5.41582602,0.6662
Lecanemab,20.503,brain,6.10695933,0.7628
Lecanemab,20.503,gut,6.5320158,0.8162
Lecanemab,20.744,blood,9.94029707,1.0
Lecanemab,20.744,lung,6.71468624,0.8443
Lecanemab,20.744,liver,6.27728054,0.789
Lecanemab,20.744,kidney,6.94591161,0.8734
Lecanemab,20.744,muscle,7.28877438,0.9034
Lecanemab,20.744,fat,5.38264475,0.6662
Lecanemab,20.744,brain,6.06954384,0.7628
Lecanemab,20.744,gut,6.49199668,0.8162
Lecanemab,20.985,blood,9.8793956,1.0
Lecanemab,20.985,lung,6.67354721,0.8443
Lecanemab,20.985,liver,6.23882137,0.789
Lecanemab,20.985,kidney,6.90335592,0.8734
Lecanemab,20.985,muscle,7.24411806,0.9034
Lecanemab,20.985,fat,5.34966677,0.6662
Lecanemab,20.985,brain,6.03235742,0.7628
Lecanemab,20.985,gut,6.452222,0.8162
Lecanemab,21.226,blood,9.81886638,1.0
Lecanemab,21.226,lung,6.63266298,0.8443
Lecanemab,21.226,liver,6.20059794,0.789
Lecanemab,21.226,kidney,6.86106281,0.8734
Lecanemab,21.226,muscle,7.19973534,0.9034
Lecanemab,21.226,fat,5.31689083,0.6662
Lecanemab,21.226,brain,5.99539889,0.7628
Lecanemab,21.226,gut,6.41269131,0.8162
Lecanemab,21.467,blood,9.75870865,1.0
Lecanemab,21.467,lung,6.59202724,0.8443
Lecanemab,21.467,liver,6.16260861,0.789
Lecanemab,21.467,kidney,6.81902747,0.8734
Lecanemab,21.467,muscle,7.15562455,0.9034
Lecanemab,21.467,fat,5.2843157,0.6662
Lecanemab,21.467,brain,5.95866675,0.7628
Lecanemab,21.467,gut,6.37340259,0.8162
Lecanemab,21.709,blood,9.69892023,1.0
Lecanemab,21.709,lung,6.55163813,0.8443
Lecanemab,21.709,liver,6.12485194,0.789
Lecanemab,21.709,kidney,6.77724811,0.8734
Lecanemab,21.709,muscle,7.111784,0.9034
Lecanemab,21.709,fat,5.25194015,0.6662
Lecanemab,21.709,brain,5.9221596,0.7628
Lecanemab,21.709,gut,6.33435434,0.8162
Lecanemab,21.95,blood,9.63949845,1.0
Lecanemab,21.95,lung,6.51149538,0.8443
Lecanemab,21.95,liver,6.08732655,0.789
Lecanemab,21.95,kidney,6.73572399,0.8734
Lecanemab,21.95,muscle,7.06821205,0.9034
Lecanemab,21.95,fat,5.21976296,0.6662
Lecanemab,21.95,brain,5.88587609,0.7628
Lecanemab,21.95,gut,6.29554521,0.8162
Lecanemab,22.191,blood,9.58044334,1.0
Lecanemab,22.191,lung,6.47159044,0.8443
Lecanemab,22.191,liver,6.05003075,0.789
Lecanemab,22.191,kidney,6.69444883,0.8734
Lecanemab,22.191,muscle,7.02490705,0.9034
Lecanemab,22.191,fat,5.1877829,0.6662
Lecanemab,22.191,brain,5.84981468,0.7628
Lecanemab,22.191,gut,6.25697299,0.8162
Lecanemab,22.432,blood,9.52174688,1.0
Lecanemab,22.432,lung,6.43193988,0.8443
Lecanemab,22.432,liver,6.01296384,0.789
Lecanemab,22.432,kidney,6.65343318,0.8734
Lecanemab,22.432,muscle,6.98186737,0.9034
Lecanemab,22.432,fat,5.15599878,0.6662
Lecanemab,22.432,brain,5.81397445,0.7628
Lecanemab,22.432,gut,6.21863815,0.8162
Lecanemab,22.673,blood,9.46340806,1.0
Lecanemab,22.673,lung,6.39253849,0.8443
Lecanemab,22.673,liver,5.97612427,0.789
Lecanemab,22.673,kidney,6.612673,0.8734
Lecanemab,22.673,muscle,6.9390914,0.9034
Lecanemab,22.673,fat,5.1244094,0.6662
Lecanemab,22.673,brain,5.77835396,0.7628
Lecanemab,22.673,gut,6.18053882,0.8162
Lecanemab,22.915,blood,9.40542607,1.0
Lecanemab,22.915,lung,6.35338037,0.8443
Lecanemab,22.915,liver,5.93951049,0.789
Lecanemab,22.915,kidney,6.57216379,0.8734
Lecanemab,22.915,muscle,6.8965775,0.9034
Lecanemab,22.915,fat,5.09301355,0.6662
Lecanemab,22.915,brain,5.74295175,0.7628
Lecanemab,22.915,gut,6.14267312,0.8162
Lecanemab,23.156,blood,9.3477993,1.0
Lecanemab,23.156,lung,6.31446221,0.8443
Lecanemab,23.156,liver,5.90312103,0.789
Lecanemab,23.156,kidney,6.53190281,0.8734
Lecanemab,23.156,muscle,6.85432408,0.9034
Lecanemab,23.156,fat,5.06181007,0.6662
Lecanemab,23.156,brain,5.70776644,0.7628
Lecanemab,23.156,gut,6.10503942,0.8162
Lecanemab,23.397,blood,9.29052923,1.0
Lecanemab,23.397,lung,6.27577106,0.8443
Lecanemab,23.397,liver,5.86695406,0.789
Lecanemab,23.397,kidney,6.49188084,0.8734
Lecanemab,23.397,muscle,6.81232951,0.9034
Lecanemab,23.397,fat,5.03079774,0.6662
Lecanemab,23.397,brain,5.67279642,0.7628
Lecanemab,23.397,gut,6.06763508,0.8162
Lecanemab,23.638,blood,9.23360798,1.0
Lecanemab,23.638,lung,6.23732346,0.8443
Lecanemab,23.638,liver,5.83100894,0.789
Lecanemab,23.638,kidney,6.45210842,0.8734
Lecanemab,23.638,muscle,6.77059225,0.9034
Lecanemab,23.638,fat,4.99997543,0.6662
Lecanemab,23.638,brain,5.63804082,0.7628
Lecanemab,23.638,gut,6.0304606,0.8162
Lecanemab,23.879,blood,9.17703662,1.0
Lecanemab,23.879,lung,6.19910775,0.8443
Lecanemab,23.879,liver,5.7952839,0.789
Lecanemab,23.879,kidney,6.41257723,0.8734
Lecanemab,23.879,muscle,6.72911069,0.9034
Lecanemab,23.879,fat,4.96934196,0.6662
Lecanemab,23.879,brain,5.60349806,0.7628
Lecanemab,23.879,gut,5.99351348,0.8162
Lecanemab,24.121,blood,9.12081233,1.0
Lecanemab,24.121,lung,6.16112475,0.8443
Lecanemab,24.121,liver,5.75977768,0.789
Lecanemab,24.121,kidney,6.37328728,0.8734
Lecanemab,24.121,muscle,6.68788327,0.9034
Lecanemab,24.121,fat,4.93889616,0.6662
Lecanemab,24.121,brain,5.5691669,0.7628
Lecanemab,24.121,gut,5.95679258,0.8162
Lecanemab,24.362,blood,9.06493263,1.0
Lecanemab,24.362,lung,6.12337406,0.8443
Lecanemab,24.362,liver,5.72448898,0.789
Lecanemab,24.362,kidney,6.33423778,0.8734
Lecanemab,24.362,muscle,6.64690845,0.9034
Lecanemab,24.362,fat,4.9086369,0.6662
Lecanemab,24.362,brain,5.53504607,0.7628
Lecanemab,24.362,gut,5.92029661,0.8162
Lecanemab,24.603,blood,9.00939649,1.0
Lecanemab,24.603,lung,6.08585089,0.8443
Lecanemab,24.603,liver,5.68941633,0.789
Lecanemab,24.603,kidney,6.29542499,0.8734
Lecanemab,24.603,muscle,6.60618466,0.9034
Lecanemab,24.603,fat,4.87856303,0.6662
Lecanemab,24.603,brain,5.50113419,0.7628
Lecanemab,24.603,gut,5.88402385,0.8162
Lecanemab,24.844,blood,8.95419596,1.0
Lecanemab,24.844,lung,6.04857219,0.8443
Lecanemab,24.844,liver,5.65455915,0.789
Lecanemab,24.844,kidney,6.25685977,0.8734
Lecanemab,24.844,muscle,6.56571039,0.9034
Lecanemab,24.844,fat,4.84867342,0.6662
Lecanemab,24.844,brain,5.46743044,0.7628
Lecanemab,24.844,gut,5.84797486,0.8162
Lecanemab,25.085,blood,8.89933539,1.0
Lecanemab,25.085,lung,6.01151638,0.8443
Lecanemab,25.085,liver,5.6199153,0.789
Lecanemab,25.085,kidney,6.21852713,0.8734
Lecanemab,25.085,muscle,6.52548409,0.9034
Lecanemab,25.085,fat,4.81896693,0.6662
Lecanemab,25.085,brain,5.43393305,0.7628
Lecanemab,25.085,gut,5.81214615,0.8162
Lecanemab,25.327,blood,8.84481065,1.0
Lecanemab,25.327,lung,5.97468847,0.8443
Lecanemab,25.327,liver,5.58548374,0.789
Lecanemab,25.327,kidney,6.18042994,0.8734
Lecanemab,25.327,muscle,6.48550425,0.9034
Lecanemab,25.327,fat,4.78944245,0.6662
Lecanemab,25.327,brain,5.40064091,0.7628
Lecanemab,25.327,gut,5.77653705,0.8162
Lecanemab,25.568,blood,8.79062097,1.0
Lecanemab,25.568,lung,5.93808307,0.8443
Lecanemab,25.568,liver,5.55126302,0.789
Lecanemab,25.568,kidney,6.14256406,0.8734
Lecanemab,25.568,muscle,6.44576935,0.9034
Lecanemab,25.568,fat,4.76009885,0.6662
Lecanemab,25.568,brain,5.36755267,0.7628
Lecanemab,25.568,gut,5.74114578,0.8162
Lecanemab,25.809,blood,8.73676471,1.0
Lecanemab,25.809,lung,5.90169749,0.8443
Lecanemab,25.809,liver,5.51725177,0.789
Lecanemab,25.809,kidney,6.10492719,0.8734
Lecanemab,25.809,muscle,6.40627789,0.9034
Lecanemab,25.809,fat,4.73093503,0.6662
Lecanemab,25.809,brain,5.33466703,0.7628
Lecanemab,25.809,gut,5.70597087,0.8162
Lecanemab,26.05,blood,8.68323619,1.0
Lecanemab,26.05,lung,5.86554181,0.8443
Lecanemab,26.05,liver,5.48344918,0.789
Lecanemab,26.05,kidney,6.06752559,0.8734
Lecanemab,26.05,muscle,6.36702839,0.9034
Lecanemab,26.05,fat,4.7019499,0.6662
Lecanemab,26.05,brain,5.30198306,0.7628
Lecanemab,26.05,gut,5.67101221,0.8162
Lecanemab,26.291,blood,8.63003735,1.0
Lecanemab,26.291,lung,5.82960225,0.8443
Lecanemab,26.291,liver,5.44985348,0.789
Lecanemab,26.291,kidney,6.03034952,0.8734
Lecanemab,26.291,muscle,6.32801935,0.9034
Lecanemab,26.291,fat,4.67314234,0.6662
Lecanemab,26.291,brain,5.26949919,0.7628
Lecanemab,26.291,gut,5.63626716,0.8162
Lecanemab,26.533,blood,8.57716476,1.0
Lecanemab,26.533,lung,5.79388186,0.8443
Lecanemab,26.533,liver,5.41646357,0.789
Lecanemab,26.533,kidney,5.99340053,0.8734
Lecanemab,26.533,muscle,6.28924931,0.9034
Lecanemab,26.533,fat,4.64451128,0.6662
Lecanemab,26.533,brain,5.23721432,0.7628
Lecanemab,26.533,gut,5.60173488,0.8162
Lecanemab,26.774,blood,8.52461495,1.0
Lecanemab,26.774,lung,5.75838395,0.8443
Lecanemab,26.774,liver,5.38327837,0.789
Lecanemab,26.774,kidney,5.95668036,0.8734
Lecanemab,26.774,muscle,6.25071681,0.9034
Lecanemab,26.774,fat,4.61605563,0.6662
Lecanemab,26.774,brain,5.20512734,0.7628
Lecanemab,26.774,gut,5.56741455,0.8162
Lecanemab,27.015,blood,8.47238619,1.0
Lecanemab,27.015,lung,5.7231064,0.8443
Lecanemab,27.015,liver,5.3502966,0.789
Lecanemab,27.015,kidney,5.92018708,0.8734
Lecanemab,27.015,muscle,6.21242039,0.9034
Lecanemab,27.015,fat,4.58777433,0.6662
Lecanemab,27.015,brain,5.17323701,0.7628
Lecanemab,27.015,gut,5.53330479,0.8162
Lecanemab,27.256,blood,8.42047457,1.0
Lecanemab,27.256,lung,5.68805393,0.8443
Lecanemab,27.256,liver,5.31751726,0.789
Lecanemab,27.256,kidney,5.88392337,0.8734
Lecanemab,27.256,muscle,6.17435861,0.9034
Lecanemab,27.256,fat,4.55966631,0.6662
Lecanemab,27.256,brain,5.14154229,0.7628
Lecanemab,27.256,gut,5.49940497,0.8162
Lecanemab,27.497,blood,8.36888639,1.0
Lecanemab,27.497,lung,5.65319929,0.8443
Lecanemab,27.497,liver,5.28493807,0.789
Lecanemab,27.497,kidney,5.84787051,0.8734
Lecanemab,27.497,muscle,6.13653001,0.9034
Lecanemab,27.497,fat,4.53173048,0.6662
Lecanemab,27.497,brain,5.11004134,0.7628
Lecanemab,27.497,gut,5.46571104,0.8162
Lecanemab,27.739,blood,8.31761244,1.0
Lecanemab,27.739,lung,5.61856397,0.8443
Lecanemab,27.739,liver,5.25255872,0.789
Lecanemab,27.739,kidney,5.8120424,0.8734
Lecanemab,27.739,muscle,6.09893318,0.9034
Lecanemab,27.739,fat,4.50396582,0.6662
Lecanemab,27.739,brain,5.07873353,0.7628
Lecanemab,27.739,gut,5.43222416,0.8162
Lecanemab,27.98,blood,8.26665325,1.0
Lecanemab,27.98,lung,5.58413887,0.8443
Lecanemab,27.98,liver,5.22037767,0.789
Lecanemab,27.98,kidney,5.77643248,0.8734
Lecanemab,27.98,muscle,6.06156669,0.9034
Lecanemab,27.98,fat,4.47637126,0.6662
Lecanemab,27.98,brain,5.04761749,0.7628
Lecanemab,27.98,gut,5.39894224,0.8162
Lecanemab,28.221,blood,8.21600675,1.0
Lecanemab,28.221,lung,5.54992323,0.8443
Lecanemab,28.221,liver,5.18839373,0.789
Lecanemab,28.221,kidney,5.74103975,0.8734
Lecanemab,28.221,muscle,6.02442913,0.9034
Lecanemab,28.221,fat,4.44894576,0.6662
Lecanemab,28.221,brain,5.01669204,0.7628
Lecanemab,28.221,gut,5.36586407,0.8162
Lecanemab,28.462,blood,8.16567046,1.0
Lecanemab,28.462,lung,5.51591748,0.8443
Lecanemab,28.462,liver,5.15660575,0.789
Lecanemab,28.462,kidney,5.70586404,0.8734
Lecanemab,28.462,muscle,5.98751911,0.9034
Lecanemab,28.462,fat,4.42168829,0.6662
Lecanemab,28.462,brain,4.98595608,0.7628
Lecanemab,28.462,gut,5.33298859,0.8162
Lecanemab,28.704,blood,8.11564329,1.0
Lecanemab,28.704,lung,5.48211777,0.8443
Lecanemab,28.704,liver,5.12501244,0.789
Lecanemab,28.704,kidney,5.67090229,0.8734
Lecanemab,28.704,muscle,5.95083522,0.9034
Lecanemab,28.704,fat,4.39459782,0.6662
Lecanemab,28.704,brain,4.95540837,0.7628
Lecanemab,28.704,gut,5.30031429,0.8162
Lecanemab,28.945,blood,8.06591942,1.0
Lecanemab,28.945,lung,5.44853524,0.8443
Lecanemab,28.945,liver,5.09361309,0.789
Lecanemab,28.945,kidney,5.63616152,0.8734
Lecanemab,28.945,muscle,5.91437609,0.9034
Lecanemab,28.945,fat,4.36767333,0.6662
Lecanemab,28.945,brain,4.92504807,0.7628
Lecanemab,28.945,gut,5.26784124,0.8162
Lecanemab,29.186,blood,8.01649975,1.0
Lecanemab,29.186,lung,5.41515986,0.8443
Lecanemab,29.186,liver,5.06240617,0.789
Lecanemab,29.186,kidney,5.60163452,0.8734
Lecanemab,29.186,muscle,5.87814034,0.9034
Lecanemab,29.186,fat,4.3409138,0.6662
Lecanemab,29.186,brain,4.89487381,0.7628
Lecanemab,29.186,gut,5.23556729,0.8162
Lecanemab,29.427,blood,7.96738323,1.0
Lecanemab,29.427,lung,5.38198777,0.8443
Lecanemab,29.427,liver,5.03139041,0.789
Lecanemab,29.427,kidney,5.56731827,0.8734
Lecanemab,29.427,muscle,5.8421266,0.9034
Lecanemab,29.427,fat,4.31431822,0.6662
Lecanemab,29.427,brain,4.86488439,0.7628
Lecanemab,29.427,gut,5.20349095,0.8162
Lecanemab,29.668,blood,7.91856822,1.0
Lecanemab,29.668,lung,5.34901708,0.8443
Lecanemab,29.668,liver,5.00056459,0.789
Lecanemab,29.668,kidney,5.53321103,0.8734
Lecanemab,29.668,muscle,5.8063335,0.9034
Lecanemab,29.668,fat,4.28788558,0.6662
Lecanemab,29.668,brain,4.83507866,0.7628
Lecanemab,29.668,gut,5.17161093,0.8162
Lecanemab,29.91,blood,7.8700559,1.0
Lecanemab,29.91,lung,5.31623706,0.8443
Lecanemab,29.91,liver,4.96992719,0.789
Lecanemab,29.91,kidney,5.49930517,0.8734
Lecanemab,29.91,muscle,5.77075968,0.9034
Lecanemab,29.91,fat,4.26161488,0.6662
Lecanemab,29.91,brain,4.80545526,0.7628
Lecanemab,29.91,gut,5.13992504,0.8162
Lecanemab,30.151,blood,7.82183773,1.0
Lecanemab,30.151,lung,5.28366752,0.8443
Lecanemab,30.151,liver,4.93947787,0.789
Lecanemab,30.151,kidney,5.4656135,0.8734
Lecanemab,30.151,muscle,5.73540383,0.9034
Lecanemab,30.151,fat,4.23550514,0.6662
Lecanemab,30.151,brain,4.7760136,0.7628
Lecanemab,30.151,gut,5.1084343,0.8162
Lecanemab,30.392,blood,7.77391635,1.0
Lecanemab,30.392,lung,5.25129321,0.8443
Lecanemab,30.392,liver,4.90921494,0.789
Lecanemab,30.392,kidney,5.43212535,0.8734
Lecanemab,30.392,muscle,5.70026458,0.9034
Lecanemab,30.392,fat,4.20955536,0.6662
Lecanemab,30.392,brain,4.74675221,0.7628
Lecanemab,30.392,gut,5.07713604,0.8162
Lecanemab,30.633,blood,7.72628859,1.0
Lecanemab,30.633,lung,5.2191172,0.8443
Lecanemab,30.633,liver,4.87913742,0.789
Lecanemab,30.633,kidney,5.39884235,0.8734
Lecanemab,30.633,muscle,5.66534063,0.9034
Lecanemab,30.633,fat,4.18376457,0.6662
Lecanemab,30.633,brain,4.71767009,0.7628
Lecanemab,30.633,gut,5.04602953,0.8162
Lecanemab,30.874,blood,7.67895223,1.0
Lecanemab,30.874,lung,5.18713957,0.8443
Lecanemab,30.874,liver,4.84924423,0.789
Lecanemab,30.874,kidney,5.3657641,0.8734
Lecanemab,30.874,muscle,5.63063064,0.9034
Lecanemab,30.874,fat,4.15813179,0.6662
Lecanemab,30.874,brain,4.68876619,0.7628
Lecanemab,30.874,gut,5.01511373,0.8162
Lecanemab,31.116,blood,7.63190523,1.0
Lecanemab,31.116,lung,5.15535992,0.8443
Lecanemab,31.116,liver,4.81953426,0.789
Lecanemab,31.116,kidney,5.33288989,0.8734
Lecanemab,31.116,muscle,5.59613331,0.9034
Lecanemab,31.116,fat,4.13265606,0.6662
Lecanemab,31.116,brain,4.66003942,0.7628
Lecanemab,31.116,gut,4.98438757,0.8162
Lecanemab,31.357,blood,7.5851434,1.0
Lecanemab,31.357,lung,5.12378465,0.8443
Lecanemab,31.357,liver,4.7900067,0.789
Lecanemab,31.357,kidney,5.30022358,0.8734
Lecanemab,31.357,muscle,5.56184736,0.9034
Lecanemab,31.357,fat,4.10733642,0.6662
Lecanemab,31.357,brain,4.63148889,0.7628
Lecanemab,31.357,gut,4.95385067,0.8162
Lecanemab,31.598,blood,7.53867228,1.0
Lecanemab,31.598,lung,5.0923896,0.8443
Lecanemab,31.598,liver,4.76065953,0.789
Lecanemab,31.598,kidney,5.26774854,0.8734
Lecanemab,31.598,muscle,5.52777144,0.9034
Lecanemab,31.598,fat,4.0821719,0.6662
Lecanemab,31.598,brain,4.60311296,0.7628
Lecanemab,31.598,gut,4.92349947,0.8162
Lecanemab,31.839,blood,7.49248508,1.0
Lecanemab,31.839,lung,5.06118937,0.8443
Lecanemab,31.839,liver,4.73149226,0.789
Lecanemab,31.839,kidney,5.23547411,0.8734
Lecanemab,31.839,muscle,5.49390431,0.9034
Lecanemab,31.839,fat,4.05716155,0.6662
Lecanemab,31.839,brain,4.57491094,0.7628
Lecanemab,31.839,gut,4.89333449,0.8162
Lecanemab,32.08,blood,7.44658175,1.0
Lecanemab,32.08,lung,5.03017751,0.8443
Lecanemab,32.08,liver,4.70250357,0.789
Lecanemab,32.08,kidney,5.20339556,0.8734
Lecanemab,32.08,muscle,5.46024466,0.9034
Lecanemab,32.08,fat,4.03230444,0.6662
Lecanemab,32.08,brain,4.54688163,0.7628
Lecanemab,32.08,gut,4.86335402,0.8162
Lecanemab,32.322,blood,7.40096063,1.0
Lecanemab,32.322,lung,4.99935261,0.8443
Lecanemab,32.322,liver,4.67369237,0.789
Lecanemab,32.322,kidney,5.17151151,0.8734
Lecanemab,32.322,muscle,5.42679124,0.9034
Lecanemab,32.322,fat,4.00759961,0.6662
Lecanemab,32.322,brain,4.51902398,0.7628
Lecanemab,32.322,gut,4.83355691,0.8162
Lecanemab,32.563,blood,7.35561546,1.0
Lecanemab,32.563,lung,4.96872771,0.8443
Lecanemab,32.563,liver,4.64505813,0.789
Lecanemab,32.563,kidney,5.13983027,0.8734
Lecanemab,32.563,muscle,5.39354279,0.9034
Lecanemab,32.563,fat,3.98304616,0.6662
Lecanemab,32.563,brain,4.49133728,0.7628
Lecanemab,32.563,gut,4.80394354,0.8162
Lecanemab,32.804,blood,7.31055069,1.0
Lecanemab,32.804,lung,4.93828233,0.8443
Lecanemab,32.804,liver,4.61659901,0.789
Lecanemab,32.804,kidney,5.1083377,0.8734
Lecanemab,32.804,muscle,5.36049803,0.9034
Lecanemab,32.804,fat,3.95864312,0.6662
Lecanemab,32.804,brain,4.46382001,0.7628
Lecanemab,32.804,gut,4.77451074,0.8162
Lecanemab,33.045,blood,7.26576082,1.0
Lecanemab,33.045,lung,4.90802727,0.8443
Lecanemab,33.045,liver,4.58831439,0.789
Lecanemab,33.045,kidney,5.07704061,0.8734
Lecanemab,33.045,muscle,5.32765573,0.9034
Lecanemab,33.045,fat,3.93438961,0.6662
Lecanemab,33.045,brain,4.43647142,0.7628
Lecanemab,33.045,gut,4.74525867,0.8162
Lecanemab,33.286,blood,7.2212447,1.0
Lecanemab,33.286,lung,4.87795966,0.8443
Lecanemab,33.286,liver,4.56020315,0.789
Lecanemab,33.286,kidney,5.04593667,0.8734
Lecanemab,33.286,muscle,5.29501465,0.9034
Lecanemab,33.286,fat,3.91028469,0.6662
Lecanemab,33.286,brain,4.40929045,0.7628
Lecanemab,33.286,gut,4.71618605,0.8162
Lecanemab,33.528,blood,7.17700114,1.0
