Drug,MW_Da,LogP,Half_Life_Days,Docking_Affinity_kcal,_source,_doi,_fetched_at
Temozolomide,194.15,-2.08,0.07,-9.125,ChEMBL,CHEMBL810,2026-05-09T18:31:18.705141
